,Item_Weight,Item_Type,Item_Price,Outlet_Size,Item_Sold
1172,11.1,Household,119.6124,Medium,2251.7356
1173,,Fruits and Vegetables,131.4284,Medium,5404.9644
1174,16.1,Frozen Foods,127.4362,Small,2265.0516
1175,5.155,Frozen Foods,246.0776,Small,990.7104
1176,,Seafood,111.586,Small,339.55800000000005
1177,,Soft Drinks,173.0738,Small,347.5476
1178,6.365,Frozen Foods,62.8536,Small,796.2968
1179,11.65,Baking Goods,152.6024,Small,303.6048
1180,18.25,Dairy,154.463,Small,2190.482
1181,11.8,Meat,102.2674,Medium,2444.8176
1182,18.2,Fruits and Vegetables,37.619,Small,366.19
1183,13.65,Snack Foods,81.1302,High,792.302
1184,8.365,Fruits and Vegetables,191.3188,Medium,1713.7692
1185,,Soft Drinks,165.2526,Small,822.263
1186,20.7,Baking Goods,99.8042,Medium,1488.0629999999999
1187,17.75,Others,180.366,Small,2336.958
1188,18.0,Canned,157.3972,Medium,778.9860000000001
1189,9.695,Hard Drinks,177.7344,,1605.9096
1190,6.42,Dairy,178.3002,Medium,2328.3026
1191,10.6,Dairy,233.9642,,3717.8272
1192,5.03,Household,122.0756,,121.1756
1193,7.825,Frozen Foods,156.9288,,1571.2879999999998
1194,,Snack Foods,112.1518,Medium,5351.0346
1195,17.7,Fruits and Vegetables,50.2034,Medium,1166.4816
1196,8.235,Health and Hygiene,182.295,Medium,3661.9
1197,11.6,Soft Drinks,141.6154,,3829.0158
1198,17.2,Canned,149.1418,Medium,1177.1344
1199,11.0,Health and Hygiene,38.948,,519.3240000000001
1200,19.6,Snack Foods,163.6526,High,1151.1682
1201,8.02,Snack Foods,152.6998,Medium,3383.5956
1202,5.365,Seafood,172.7764,,2233.0932
1203,11.35,Snack Foods,101.9016,,2631.2416
1204,,Soft Drinks,82.8592,Small,165.1184
1205,16.35,Fruits and Vegetables,51.2324,Small,571.2564
1206,17.25,Household,253.4724,Medium,6040.1376
1207,13.8,Dairy,57.493,Small,1358.2320000000002
1208,8.485,Health and Hygiene,104.499,Small,1238.388
1209,11.8,Snack Foods,32.3558,High,169.77900000000002
1210,15.35,Household,122.873,Medium,2832.9790000000003
1211,10.0,Health and Hygiene,145.6102,,2624.5836
1212,19.2,Canned,153.3314,,3257.7594
1213,18.6,Health and Hygiene,95.2436,,1796.3284
1214,18.5,Others,130.9284,High,1713.7692
1215,20.25,Canned,94.312,Small,2982.784
1216,12.35,Household,119.2124,Small,1303.6364
1217,14.5,Fruits and Vegetables,172.2448,Small,2897.5616
1218,14.8,Soft Drinks,78.367,High,918.804
1219,14.0,Dairy,143.9786,Medium,866.8716
1220,10.8,Soft Drinks,150.4024,,2884.2456
1221,14.65,Others,53.8614,High,221.0456
1222,,Snack Foods,147.7418,Medium,1618.5598
1223,6.65,Canned,149.3734,,296.9468
1224,6.59,Household,121.4098,,241.0196
1225,,Fruits and Vegetables,102.4016,Small,202.4032
1226,9.395,Soft Drinks,42.9112,Small,426.11199999999997
1227,19.75,Fruits and Vegetables,188.2872,Small,2647.2208
1228,7.56,Frozen Foods,154.463,Medium,2503.408
1229,20.25,Household,234.8616,High,2812.3392
1230,20.6,Household,76.3696,,372.848
1231,6.575,Breads,145.4444,,2612.5992
1232,19.7,Canned,254.1014,,4845.0266
1233,13.5,Snack Foods,81.096,,159.792
1234,6.28,Soft Drinks,85.8198,,872.198
1235,18.25,Fruits and Vegetables,160.2894,Small,3235.788
1236,9.3,Snack Foods,106.7964,Small,841.5712
1237,16.6,Hard Drinks,170.6422,Small,1379.5376
1238,16.35,Fruits and Vegetables,198.9426,,3559.3668
1239,10.0,Household,251.675,,4244.475
1240,,Dairy,113.2518,Medium,3415.554
1241,7.535,Soft Drinks,118.344,,3115.9440000000004
1242,4.92,Baking Goods,196.5084,Medium,3769.7596
1243,6.385,Hard Drinks,108.9596,Small,1186.4556
1244,18.5,Snack Foods,118.3124,Medium,1540.6612
1245,11.6,Soft Drinks,142.3154,High,2552.6772
1246,17.35,Baking Goods,102.0016,,1619.2256
1247,16.7,Snack Foods,60.9562,,829.5868
1248,10.895,Frozen Foods,147.7102,High,1166.4816
1249,18.35,Fruits and Vegetables,91.4462,,1665.8316
1250,18.75,Snack Foods,193.6504,,2876.256
1251,9.3,Household,246.1802,Medium,2702.4822
1252,,Soft Drinks,189.4872,Small,189.0872
1253,8.26,Soft Drinks,124.873,Small,2956.152
1254,12.8,Starchy Foods,260.3252,Small,8132.0812
1255,16.75,Fruits and Vegetables,258.3988,Medium,1541.9928
1256,,Health and Hygiene,131.83100000000002,Medium,3635.268
1257,10.895,Health and Hygiene,255.6672,,4346.3424
1258,16.85,Canned,93.712,Medium,466.06
1259,20.0,Baking Goods,169.6132,,169.1132
1260,16.0,Dairy,225.0404,High,5851.0504
1261,16.0,Snack Foods,141.2496,Medium,2681.8424
1262,8.93,Dairy,152.234,,3828.35
1263,9.6,Breads,101.699,Medium,2373.577
1264,,Dairy,39.7138,Medium,1096.5726
1265,,Health and Hygiene,96.9384,Medium,2167.8448
1266,9.8,Breads,85.8908,,1845.5976
1267,9.6,Health and Hygiene,186.6214,Medium,1884.214
1268,,Snack Foods,146.4076,Small,147.8076
1269,7.945,Snack Foods,161.421,,3425.5409999999997
1270,7.475,Household,156.0656,Medium,1853.5872
1271,14.85,Fruits and Vegetables,169.7474,Medium,673.7896
1272,16.6,Hard Drinks,173.9422,,172.4422
1273,10.5,Fruits and Vegetables,39.2164,Medium,540.6296
1274,8.63,Snack Foods,113.5518,High,2732.4432
1275,21.0,Snack Foods,193.8478,,1162.4868
1276,15.5,Baking Goods,82.7934,Small,1228.401
1277,14.7,Fruits and Vegetables,48.2034,Small,874.8612
1278,13.15,Fruits and Vegetables,157.892,,1917.504
1279,17.7,Fruits and Vegetables,82.6276,High,731.0484
1280,,Frozen Foods,198.5426,Small,790.9704
1281,9.21,Fruits and Vegetables,123.1414,Small,4264.4490000000005
1282,12.1,Dairy,166.0526,,1480.0734
1283,9.31,Frozen Foods,64.551,,1581.275
1284,14.85,Canned,188.2214,Small,3014.7424
1285,,Fruits and Vegetables,223.7062,Medium,4965.5364
1286,6.92,Dairy,64.2852,,438.0964
1287,13.65,Health and Hygiene,55.593,High,282.965
1288,16.0,Snack Foods,142.6496,,1834.9448
1289,16.35,Others,105.628,Medium,1065.28
1290,,Health and Hygiene,93.7094,Medium,4189.2136
1291,4.88,Baking Goods,52.2298,,161.7894
1292,6.965,Household,159.6604,,3327.6684
1293,16.0,Starchy Foods,225.6404,Medium,2925.5252
1294,18.85,Canned,257.833,Small,5382.993
1295,20.7,Baking Goods,156.5288,Small,1571.2879999999998
1296,9.3,Fruits and Vegetables,88.5172,High,1427.4752
1297,9.695,Frozen Foods,244.6144,,2695.1584
1298,17.25,Frozen Foods,39.3822,,314.2576
1299,19.6,Snack Foods,166.1526,Small,2960.1468
1300,14.3,Baking Goods,75.9328,Small,1158.492
1301,12.6,Household,175.2054,,3502.1079999999997
1302,13.1,Dairy,167.2158,High,3008.0844
1303,,Meat,125.802,Small,253.00400000000002
1304,17.85,Fruits and Vegetables,123.8388,Medium,866.8716
1305,8.905,Frozen Foods,58.8878,Small,1151.1682
1306,18.5,Others,133.2284,,2768.3964
1307,20.25,Baking Goods,240.7538,High,3364.9532
1308,10.3,Fruits and Vegetables,112.7176,Medium,343.5528
1309,17.85,Frozen Foods,151.505,High,2546.685
1310,7.21,Snack Foods,100.5332,Medium,1127.8652
1311,16.1,Frozen Foods,34.9558,,67.9116
1312,,Baking Goods,150.8024,Medium,4402.2696
1313,,Canned,89.7488,Medium,1901.5248
1314,17.35,Frozen Foods,74.5038,Small,739.038
1315,10.0,Snack Foods,129.6994,Medium,1413.4934
1316,18.6,Snack Foods,185.0898,Medium,2993.4368
1317,16.75,Snack Foods,155.263,Medium,1721.0929999999998
1318,17.75,Fruits and Vegetables,160.7262,Small,2864.2716
1319,9.0,Snack Foods,169.4816,,503.3448
1320,6.42,Dairy,178.6002,Medium,3582.0040000000004
1321,16.75,Health and Hygiene,37.6532,,575.2512
1322,7.39,Others,142.747,Small,3149.2340000000004
1323,19.2,Others,243.0196,Small,3374.2744
1324,,Breads,94.8436,Small,567.2616
1325,5.46,Fruits and Vegetables,144.2786,Small,288.9572
1326,17.5,Frozen Foods,258.3304,High,3358.2952
1327,12.3,Fruits and Vegetables,176.1396,High,3663.2316
1328,17.0,Dairy,220.5114,,5321.0736
1329,,Health and Hygiene,194.5794,Medium,3511.4292
1330,19.7,Canned,88.1198,Small,1744.396
1331,19.6,Household,254.9698,,2536.698
1332,14.5,Others,162.421,Medium,1957.4520000000002
1333,19.35,Meat,172.4738,High,1911.5118
1334,9.195,Meat,106.7596,Medium,4098.6648
1335,16.25,Canned,90.2804,Medium,1653.8472
1336,20.7,Fruits and Vegetables,123.5388,Medium,1981.4208
1337,20.0,Others,38.319,,146.476
1338,,Fruits and Vegetables,122.1098,Medium,3374.2744
1339,11.8,Soft Drinks,199.8084,Small,2380.9008
1340,11.8,Soft Drinks,184.2924,,1850.924
1341,19.1,Fruits and Vegetables,212.1586,,5909.6408
1342,15.5,Snack Foods,145.6418,,2207.127
1343,9.5,Snack Foods,185.3608,Small,2021.3688
1344,12.85,Snack Foods,172.0422,Small,5345.7082
1345,11.65,Baking Goods,171.1422,Small,2931.5174
1346,15.6,Baking Goods,111.8544,Medium,1454.1072
1347,18.85,Canned,168.4132,High,2874.9244
1348,6.865,Frozen Foods,244.4486,Medium,6353.0636
1349,11.65,Snack Foods,227.3694,Medium,4567.388
1350,,Health and Hygiene,123.473,Small,369.519
1351,20.5,Fruits and Vegetables,90.883,,89.883
1352,20.35,Snack Foods,116.8466,Small,2356.9320000000002
1353,10.895,Dairy,121.873,Medium,2463.46
1354,7.3,Frozen Foods,147.2076,Medium,1921.4988
1355,11.1,Household,116.5124,High,1066.6116
1356,7.06,Starchy Foods,60.2904,,644.4944
1357,9.8,Baking Goods,99.4016,Small,2428.8384
1358,9.5,Snack Foods,251.9724,,2516.724
1359,17.6,Snack Foods,97.341,High,965.41
1360,11.8,Soft Drinks,198.3084,,4563.3932
1361,9.695,Baking Goods,226.9404,,2700.4848
1362,16.5,Snack Foods,143.9128,Medium,1581.9408
1363,,Fruits and Vegetables,226.7694,Medium,6165.9738
1364,9.0,Soft Drinks,34.919000000000004,Small,476.04699999999997
1365,12.6,Fruits and Vegetables,124.5072,Small,2450.144
1366,,Hard Drinks,115.9834,Small,345.5502
1367,14.35,Frozen Foods,233.5984,,1853.5872
1368,13.6,Snack Foods,193.6136,,4471.5128
1369,13.85,Soft Drinks,143.3154,Small,1985.4156
1370,16.1,Dairy,181.9318,,5954.2494
1371,18.25,Dairy,110.157,Medium,1867.569
1372,12.15,Fruits and Vegetables,190.6872,,2269.0464
1373,15.35,Soft Drinks,216.4508,,5426.27
1374,,Meat,64.4826,Medium,2518.7214
1375,15.35,Frozen Foods,65.2168,,958.752
1376,18.25,Starchy Foods,162.9526,High,1151.1682
1377,11.8,Health and Hygiene,117.2492,Small,2432.8332
1378,9.27,Dairy,147.905,Medium,1647.855
1379,,Meat,242.8512,Medium,5816.4288
1380,12.8,Meat,224.8404,,1575.2828
1381,15.0,Hard Drinks,45.206,Medium,792.302
1382,12.5,Household,42.8112,High,639.168
1383,17.35,Household,176.2712,High,2988.1104
1384,7.975,Baking Goods,84.725,Medium,1747.725
1385,10.5,Snack Foods,142.0154,Medium,2410.8618
1386,,Fruits and Vegetables,82.3908,Medium,3691.1952
1387,14.35,Health and Hygiene,112.5228,Small,1989.4104
1388,12.35,Fruits and Vegetables,110.657,,2087.283
1389,10.195,Fruits and Vegetables,119.1808,,351.5424
1390,18.5,Frozen Foods,148.7418,,2501.4106
1391,11.5,Snack Foods,119.5124,Medium,829.5868
1392,12.5,Fruits and Vegetables,92.2488,Medium,1358.2320000000002
1393,,Soft Drinks,198.5768,Medium,6897.688
1394,10.695,Snack Foods,72.9038,,1034.6532
1395,14.15,Household,195.011,Small,1964.11
1396,17.6,Snack Foods,114.9176,,1946.7992
1397,,Health and Hygiene,39.8506,Medium,1480.0734
1398,6.215,Baking Goods,227.4062,High,5191.2426
1399,18.1,Fruits and Vegetables,96.0094,Small,1808.9786
1400,11.65,Seafood,111.586,,3395.58
1401,7.42,Seafood,185.0582,,5201.2296
1402,20.0,Others,36.819,Medium,768.9989999999999
1403,17.75,Baking Goods,112.4544,Medium,2348.9424
1404,14.0,Frozen Foods,54.56399999999999,Small,1597.92
1405,15.35,Fruits and Vegetables,193.0504,Medium,2492.7552
1406,6.13,Dairy,61.5536,,796.2968
1407,9.695,Baking Goods,226.5404,,4500.808
1408,20.25,Dairy,191.5162,Small,3078.6592
1409,,Frozen Foods,259.7962,Medium,5697.9164
1410,15.85,Snack Foods,40.848,High,679.1160000000001
1411,19.85,Snack Foods,62.8194,High,928.791
1412,4.61,Hard Drinks,172.5396,,3663.2316
1413,7.365,Snack Foods,93.912,Small,1304.968
1414,,Soft Drinks,242.8486,Medium,3420.8804
1415,18.85,Canned,255.933,,3844.995
1416,,Meat,148.4708,Medium,3761.77
1417,11.3,Meat,196.7426,Small,2768.3964
1418,7.405,Dairy,205.7296,,4570.0512
1419,15.7,Snack Foods,252.9724,,3020.0688
1420,7.72,Fruits and Vegetables,118.244,Small,958.752
1421,6.65,Canned,149.7734,,2375.5744
1422,10.6,Health and Hygiene,84.4224,High,852.2239999999999
1423,,Household,48.6034,Small,145.8102
1424,15.85,Starchy Foods,37.5164,Small,270.3148
1425,12.15,Starchy Foods,36.6532,,251.6724
1426,11.35,Dairy,89.4856,,1142.5128
1427,20.1,Health and Hygiene,60.8536,High,1347.5792
1428,15.7,Meat,204.998,,5366.348000000001
1429,,Meat,238.0248,Small,711.0744
1430,16.7,Starchy Foods,64.2168,,1661.8368
1431,6.115,Soft Drinks,191.153,,3415.554
1432,20.7,Household,73.9354,,1655.1788
1433,9.8,Snack Foods,118.6098,Small,843.5686
1434,,Snack Foods,148.076,Small,146.476
1435,20.35,Snack Foods,121.9072,Small,1347.5792
1436,,Breads,218.2166,Medium,3701.1822
1437,6.85,Frozen Foods,260.0594,High,6018.1662
1438,20.35,Snack Foods,116.5466,High,1885.5456
1439,9.195,Snack Foods,158.9578,Small,2246.4092
1440,9.695,Health and Hygiene,158.8604,Medium,4436.8912
1441,,Frozen Foods,206.7954,Small,833.5816
1442,11.65,Snack Foods,85.1908,Small,2181.1608
1443,6.035,Baking Goods,188.324,High,1491.392
1444,18.2,Household,221.8456,,884.1824
1445,,Household,110.4912,Small,436.7648
1446,7.63,Soft Drinks,93.3436,Medium,1323.6104
1447,6.385,Snack Foods,33.2874,,141.1496
1448,9.6,Snack Foods,187.3872,Medium,2647.2208
1449,20.5,Frozen Foods,75.0696,,149.1392
1450,,Fruits and Vegetables,253.0356,Medium,11445.101999999999
1451,18.35,Household,225.4746,,1346.2476
1452,19.6,Soft Drinks,56.2614,Small,773.6596
1453,14.15,Fruits and Vegetables,197.211,,3731.809
1454,,Dairy,55.9298,Small,107.8596
1455,,Snack Foods,159.0262,Medium,5887.6694
1456,17.6,Dairy,89.8856,Small,351.5424
1457,19.0,Fruits and Vegetables,188.4214,,2826.321
1458,8.42,Canned,228.7352,Medium,5954.9152
1459,9.3,Baking Goods,195.8136,High,2332.9632
1460,19.75,Snack Foods,213.2902,Small,4247.804
1461,6.78,Fruits and Vegetables,185.324,High,3914.9040000000005
1462,,Health and Hygiene,116.2492,Small,115.8492
1463,17.25,Soft Drinks,263.591,,788.9730000000001
1464,15.3,Canned,215.0218,Small,1923.4962
1465,15.7,Canned,168.27900000000002,Small,4074.696
1466,17.85,Snack Foods,121.7072,Small,2817.6656
1467,,Dairy,184.2608,Medium,6064.1064
1468,15.3,Household,104.0332,,205.0664
1469,16.25,Fruits and Vegetables,166.9474,,2863.6058
1470,15.0,Canned,185.1266,High,2213.1192
1471,13.85,Hard Drinks,116.1492,,1274.3412
1472,,Dairy,89.1856,Medium,2109.2544
1473,13.8,Fruits and Vegetables,77.3012,Medium,1593.9252
1474,7.475,Household,153.9656,Medium,2625.9152
1475,18.7,Frozen Foods,228.601,,4823.721
1476,12.5,Canned,119.244,,119.844
1477,15.85,Starchy Foods,38.3164,Small,540.6296
1478,,Fruits and Vegetables,169.5474,Medium,4211.185
1479,20.75,Snack Foods,161.3578,Medium,4492.8184
1480,5.82,Household,168.37900000000005,Small,1188.453
1481,5.785,Fruits and Vegetables,89.8856,,175.7712
1482,13.1,Frozen Foods,195.7768,Medium,4138.6128
1483,10.1,Fruits and Vegetables,225.1088,High,3579.3408
1484,16.75,Health and Hygiene,192.1162,Small,3848.324
1485,,Meat,98.9042,Medium,4960.21
1486,17.1,Fruits and Vegetables,208.5638,Medium,5383.6588
1487,7.42,Snack Foods,248.9092,Small,2241.0828
1488,7.51,Snack Foods,113.7544,Small,671.1264
1489,,Canned,179.6686,Small,177.7686
1490,,Snack Foods,242.417,Small,486.034
1491,19.2,Fruits and Vegetables,181.195,Small,2380.235
1492,18.6,Breakfast,99.9358,Small,201.0716
1493,7.105,Household,59.2562,Medium,651.8182
1494,4.92,Baking Goods,199.8084,,3968.1679999999997
1495,11.0,Canned,221.5798,Small,4187.2162
1496,7.68,Health and Hygiene,84.4224,,170.4448
1497,13.15,Frozen Foods,181.3976,,3078.6592
1498,7.52,Baking Goods,182.995,Medium,4394.28
1499,8.895,Frozen Foods,162.1236,Medium,2577.9776
1500,4.805,Dairy,126.7704,High,2628.5784
1501,,Fruits and Vegetables,112.7886,Small,222.3772
1502,7.785,Fruits and Vegetables,62.75100000000001,Medium,1707.777
1503,8.975,Canned,86.0224,,1278.336
1504,,Household,262.891,Medium,5522.811
1505,9.3,Frozen Foods,182.9292,,4013.4424
1506,10.895,Dairy,263.7568,Medium,7646.0472
1507,15.0,Baking Goods,220.9456,Medium,1768.3648
1508,12.15,Health and Hygiene,224.4404,Medium,5626.01
1509,16.7,Fruits and Vegetables,180.3976,High,3078.6592
1510,15.1,Snack Foods,257.3304,Medium,3874.9559999999997
1511,8.02,Household,157.7972,High,1713.7692
1512,19.35,Fruits and Vegetables,78.2644,Medium,1492.7236
1513,20.7,Frozen Foods,119.7466,,4006.7844
1514,,Snack Foods,147.476,Medium,3368.948
1515,4.59,Soft Drinks,114.586,Small,1245.046
1516,18.1,Fruits and Vegetables,95.5094,,95.2094
1517,12.85,Health and Hygiene,185.1608,Medium,2388.8904
1518,16.75,Health and Hygiene,34.0532,,575.2512
1519,14.85,Snack Foods,154.463,,3755.112
1520,8.235,Baking Goods,149.1076,,1182.4608
1521,6.425,Breakfast,131.3626,High,262.3252
1522,6.59,Fruits and Vegetables,83.4908,Small,1342.2528
1523,,Fruits and Vegetables,247.0092,Medium,5478.2024
1524,,Health and Hygiene,123.0414,Medium,4629.9732
1525,6.36,Household,163.0526,,1644.526
1526,17.35,Baking Goods,89.383,,1258.362
1527,8.6,Household,90.5146,,729.7168
1528,17.7,Frozen Foods,96.541,Medium,2220.4429999999998
1529,7.6,Starchy Foods,171.9448,Small,3749.7856
1530,19.6,Dairy,48.7718,Small,236.359
1531,,Household,61.3194,Medium,2043.3402
1532,9.3,Frozen Foods,184.2292,,1641.8628
1533,20.2,Household,91.4462,,1943.4702
1534,11.35,Fruits and Vegetables,171.179,Small,4923.590999999999
1535,16.5,Snack Foods,90.3146,,2554.0088
1536,17.1,Household,165.0842,High,2320.9788
1537,4.88,Baking Goods,53.1298,Small,808.947
1538,10.195,Snack Foods,148.7076,,1330.2684
1539,12.8,Meat,223.2404,Medium,2475.4444
1540,,Fruits and Vegetables,180.4002,Small,716.4008
1541,8.05,Fruits and Vegetables,258.5646,Medium,3091.9752
1542,20.6,Snack Foods,178.0344,Medium,1605.9096
1543,6.32,Meat,39.9822,Medium,78.5644
1544,5.465,Baking Goods,131.2626,High,3410.2276
1545,18.25,Frozen Foods,226.2062,,677.1186
1546,14.5,Baking Goods,102.0332,Medium,2050.6639999999998
1547,15.7,Household,57.5562,Medium,829.5868
1548,9.6,Household,166.9184,,660.4736
1549,20.7,Dairy,94.9436,Medium,1229.0668
1550,6.055,Fruits and Vegetables,159.9578,Small,2727.7826
1551,5.655,Fruits and Vegetables,165.05,Small,2330.3
1552,6.78,Fruits and Vegetables,186.424,Medium,1304.968
1553,,Dairy,241.3854,Small,483.3708
1554,6.865,Frozen Foods,244.4486,,4153.9262
1555,6.61,Snack Foods,188.4898,,187.0898
1556,,Baking Goods,120.9756,Medium,3877.6192
1557,12.6,Health and Hygiene,121.9414,,1462.0968
1558,6.055,Fruits and Vegetables,160.3578,Medium,1765.0358
1559,20.2,Household,188.3898,,3554.7062
1560,,Snack Foods,168.8816,Small,167.7816
1561,14.15,Soft Drinks,40.5138,Small,446.7518
1562,16.5,Breakfast,184.4292,High,3101.2964
1563,13.3,Fruits and Vegetables,61.0536,Small,1898.8616
1564,9.195,Snack Foods,181.7634,Medium,6179.9556
1565,,Frozen Foods,207.5954,Medium,6668.6528
1566,9.0,Snack Foods,168.6816,Small,1342.2528
1567,15.7,Meat,207.898,Small,3095.97
1568,18.1,Household,128.7336,Medium,2173.1712
1569,,Snack Foods,59.822,Medium,1677.816
1570,15.7,Snack Foods,253.1724,Medium,5285.1204
1571,9.195,Meat,107.1596,High,2804.3496
1572,,Frozen Foods,146.6076,Medium,1773.6912
1573,13.85,Breakfast,234.93,,4660.6
1574,20.2,Household,61.451,Medium,126.50200000000001
1575,,Seafood,172.2764,Small,171.7764
1576,13.65,Snack Foods,55.5588,Small,1603.2464
1577,15.0,Meat,238.7248,High,2133.2232
1578,10.695,Household,36.0848,Medium,372.848
1579,,Dairy,109.157,Medium,1867.569
1580,14.0,Frozen Foods,54.864,Medium,319.584
1581,6.655,Fruits and Vegetables,210.0586,Small,4221.1720000000005
1582,16.5,Canned,101.199,Small,1031.99
1583,9.6,Snack Foods,257.8304,Small,1808.3128
1584,6.55,Breads,155.8288,Medium,1099.9016
1585,16.25,Canned,89.8804,,1102.5648
1586,15.25,Snack Foods,179.866,High,2696.49
1587,9.695,Canned,174.537,Small,1235.059
1588,,Frozen Foods,74.7696,Small,74.5696
1589,16.0,Dairy,225.0404,Small,4950.8888
1590,15.85,Breads,218.3166,,435.4332
1591,,Fruits and Vegetables,98.241,Medium,2220.4429999999998
1592,18.85,Household,193.9136,Medium,3110.6176
1593,6.215,Baking Goods,224.5062,,4514.124
1594,,Canned,167.7132,Medium,3889.6036
1595,11.8,Health and Hygiene,80.8618,Medium,1288.9888
1596,7.325,Fruits and Vegetables,90.3146,Medium,1733.0774
1597,10.5,Hard Drinks,159.2946,Medium,1893.5352
1598,15.7,Fruits and Vegetables,61.9536,,1225.072
1599,,Fruits and Vegetables,124.973,Medium,2463.46
1600,13.0,Snack Foods,63.4484,,1043.9744
1601,13.5,Snack Foods,264.491,Medium,6574.775
1602,6.865,Soft Drinks,128.9652,Medium,1679.1476
1603,7.785,Dairy,103.0306,High,2404.2038
1604,17.7,Fruits and Vegetables,46.9034,Small,972.068
1605,20.2,Household,93.6462,,277.6386
1606,7.855,Canned,189.5188,Small,1904.1879999999999
1607,6.36,Fruits and Vegetables,45.90600000000001,Small,419.454
1608,17.0,Snack Foods,229.4352,Small,4809.7392
1609,5.78,Breads,163.5552,Small,1787.0072
1610,11.5,Fruits and Vegetables,187.953,,2656.542
1611,,Fruits and Vegetables,158.1946,Medium,6942.9624
1612,18.2,Fruits and Vegetables,147.3734,Medium,2375.5744
1613,18.25,Frozen Foods,223.8062,High,4288.4178
1614,12.6,Breads,60.4194,High,990.7104
1615,8.575,Dairy,195.3794,Medium,3511.4292
1616,18.2,Fruits and Vegetables,37.719,Medium,549.285
1617,8.115,Canned,155.2972,,311.5944
1618,12.65,Meat,52.4324,,571.2564
1619,,Frozen Foods,40.0454,Medium,419.454
1620,8.775,Dairy,41.9428,Small,1537.9979999999998
1621,5.94,Breads,187.7556,Small,3755.112
1622,18.85,Baking Goods,131.5284,Small,1581.9408
1623,9.8,Baking Goods,49.2008,High,657.8104
1624,12.65,Fruits and Vegetables,238.3538,,5528.1374
1625,20.7,Household,149.8366,Medium,2267.049
1626,14.65,Hard Drinks,55.2614,High,718.3982
1627,,Frozen Foods,222.8456,Medium,7073.4592
1628,15.85,Snack Foods,55.8956,Medium,491.3604
1629,17.25,Fruits and Vegetables,61.5194,,1052.6298
1630,16.0,Frozen Foods,87.4856,,263.6568
1631,6.32,Meat,40.2822,Small,628.5152
1632,6.525,Household,86.7882,Small,1975.4286
1633,6.695,Starchy Foods,191.882,High,3861.64
1634,14.85,Snack Foods,157.963,,2816.3340000000003
1635,17.1,Frozen Foods,150.7392,Medium,3131.9232
1636,10.3,Fruits and Vegetables,115.0176,High,4122.6336
1637,19.7,Baking Goods,179.166,High,3056.022
1638,10.695,Snack Foods,73.5038,Medium,1478.076
1639,7.285,Household,177.1054,,2626.5809999999997
1640,17.7,Household,127.3678,Medium,3306.3628
1641,18.25,Snack Foods,198.0084,Medium,793.6336
1642,5.175,Snack Foods,106.7622,,211.7244
1643,5.635,Baking Goods,148.705,Medium,1198.44
1644,6.035,Snack Foods,155.5998,,153.7998
1645,14.8,Meat,191.4846,Medium,3057.3536
1646,18.25,Dairy,111.657,Small,1537.9979999999998
1647,16.1,Dairy,179.4318,Medium,360.8636
1648,16.75,Dairy,170.4106,Medium,513.3318
1649,17.7,Starchy Foods,184.3924,Small,4257.1252
1650,8.88,Household,208.927,Medium,7130.718000000001
1651,18.2,Fruits and Vegetables,38.319,,109.85700000000001
1652,11.15,Dairy,44.9744,High,498.0184
1653,20.0,Baking Goods,45.3086,,490.6946
1654,7.935,Household,263.091,High,5522.811
1655,20.1,Dairy,110.7228,,1657.842
1656,13.65,Fruits and Vegetables,114.7834,Small,3455.502
1657,6.635,Frozen Foods,36.7506,Medium,75.9012
1658,18.25,Frozen Foods,226.1062,,6771.186
1659,11.15,Others,66.0142,,988.7130000000001
1660,19.5,Household,185.6608,Small,918.804
1661,6.48,Snack Foods,148.2076,Medium,3399.5748
1662,11.15,Baking Goods,102.7648,High,1142.5128
1663,5.985,Frozen Foods,125.8678,High,3560.6984
1664,7.27,Health and Hygiene,99.3384,,2759.0752
1665,6.78,Fruits and Vegetables,227.5694,Medium,3653.9104
1666,9.195,Frozen Foods,50.7666,Medium,512.6659999999999
1667,19.5,Soft Drinks,232.8958,High,5608.6992
1668,6.59,Fruits and Vegetables,83.9908,Medium,1426.1436
1669,7.51,Fruits and Vegetables,229.601,Small,6201.927
1670,,Household,254.1014,Small,255.0014
1671,,Frozen Foods,215.0192,Small,1078.596
1672,,Frozen Foods,55.7298,Medium,1024.6662
1673,12.5,Meat,220.0798,Small,1322.2788
1674,17.0,Health and Hygiene,123.773,Medium,1231.73
1675,,Health and Hygiene,46.4086,Medium,2007.3870000000002
1676,12.65,Meat,53.5324,,830.9184
1677,12.5,Fruits and Vegetables,82.7592,Small,577.9144
1678,18.7,Meat,184.2292,Medium,1277.0044
1679,11.0,Canned,218.4798,Small,2203.798
1680,,Household,248.6776,Small,495.3552
1681,7.35,Fruits and Vegetables,40.5454,,545.2902
1682,10.895,Dairy,264.5568,High,5536.7928
1683,17.2,Canned,165.3184,High,990.7104
1684,15.5,Baking Goods,83.7934,,1474.0812
1685,7.905,Hard Drinks,229.4694,,2055.3246
1686,9.8,Soft Drinks,45.006,,792.302
1687,11.6,Frozen Foods,79.2276,Medium,649.8208
1688,,Baking Goods,59.422,Medium,1078.596
1689,,Breads,60.1194,Medium,1114.5492
1690,5.825,Household,159.7894,Small,1294.3152
1691,16.35,Fruits and Vegetables,196.3426,Medium,1384.1982
1692,14.7,Hard Drinks,141.8128,Small,1869.5664
1693,11.6,Soft Drinks,141.9154,Small,992.7078
